year,month,day,week,hour,min,sec,p
2019,7,12,6,0,2,27,0
2019,7,12,6,0,2,28,0
2019,7,12,6,0,2,29,0
2019,7,12,6,0,2,30,0
2019,7,12,6,0,2,31,0
2019,7,12,6,0,2,32,0
2019,7,12,6,0,2,33,0
2019,7,12,6,0,2,34,0
2019,7,12,6,0,2,35,0
2019,7,12,6,0,2,36,0
2019,7,12,6,0,2,37,0
2019,7,12,6,0,2,38,0
2019,7,12,6,0,2,39,0
2019,7,12,6,0,2,40,0
2019,7,12,6,0,2,41,0
2019,7,12,6,0,2,42,0
2019,7,12,6,0,2,43,0
2019,7,12,6,0,2,44,0
2019,7,12,6,0,2,45,0
2019,7,12,6,0,2,46,0
2019,7,12,6,0,2,47,0
2019,7,12,6,0,2,48,0
2019,7,12,6,0,2,49,0
2019,7,12,6,0,2,50,0
2019,7,12,6,0,2,51,0
2019,7,12,6,0,2,52,0
2019,7,12,6,0,2,53,0
2019,7,12,6,0,2,54,0
2019,7,12,6,0,2,55,0
2019,7,12,6,0,2,56,0
2019,7,12,6,0,2,57,0
2019,7,12,6,0,2,58,0
2019,7,12,6,0,2,59,0
2019,7,12,6,0,3,0,0
2019,7,12,6,0,3,1,0
2019,7,12,6,0,3,2,0
2019,7,12,6,0,3,3,0
2019,7,12,6,0,3,4,0
2019,7,12,6,0,3,5,0
2019,7,12,6,0,3,6,0
2019,7,12,6,0,3,7,0
2019,7,12,6,0,3,8,0
2019,7,12,6,0,3,9,0
2019,7,12,6,0,3,10,0
2019,7,12,6,0,3,11,0
2019,7,12,6,0,3,12,0
2019,7,12,6,0,3,13,0
2019,7,12,6,0,3,14,0
2019,7,12,6,0,3,15,0
2019,7,12,6,0,3,16,0
2019,7,12,6,0,3,17,0
2019,7,12,6,0,3,18,0
2019,7,12,6,0,3,19,0
2019,7,12,6,0,3,20,0
2019,7,12,6,0,3,21,0
2019,7,12,6,0,3,22,0
2019,7,12,6,0,3,23,0
2019,7,12,6,0,3,24,0
2019,7,12,6,0,3,25,0
2019,7,12,6,0,3,26,0
2019,7,12,6,0,3,27,0
2019,7,12,6,0,3,28,0
2019,7,12,6,0,3,29,0
2019,7,12,6,0,3,30,0
2019,7,12,6,0,3,31,0
2019,7,12,6,0,3,32,0
2019,7,12,6,0,3,33,0
2019,7,12,6,0,3,34,0
2019,7,12,6,0,3,35,0
2019,7,12,6,0,3,36,0
2019,7,12,6,0,3,37,0
2019,7,12,6,0,3,38,0
2019,7,12,6,0,3,39,0
2019,7,12,6,0,3,40,0
2019,7,12,6,0,3,41,0
2019,7,12,6,0,3,42,0
2019,7,12,6,0,3,43,0
2019,7,12,6,0,3,44,0
2019,7,12,6,0,3,45,0
2019,7,12,6,0,3,46,0
2019,7,12,6,0,3,47,0
2019,7,12,6,0,3,48,0
2019,7,12,6,0,3,49,0
2019,7,12,6,0,3,50,0
2019,7,12,6,0,3,51,0
2019,7,12,6,0,3,52,0
2019,7,12,6,0,3,53,0
2019,7,12,6,0,3,54,0
2019,7,12,6,0,3,55,0
2019,7,12,6,0,3,56,0
2019,7,12,6,0,3,57,0
2019,7,12,6,0,3,58,0
2019,7,12,6,0,3,59,0
2019,7,12,6,0,4,0,0
2019,7,12,6,0,4,1,0
2019,7,12,6,0,4,2,0
2019,7,12,6,0,4,3,0
2019,7,12,6,0,4,4,0
2019,7,12,6,0,4,5,0
2019,7,12,6,0,4,6,0
2019,7,12,6,0,4,7,0
2019,7,12,6,0,4,8,0
2019,7,12,6,0,4,9,0
2019,7,12,6,0,4,10,0
2019,7,12,6,0,4,11,0
2019,7,12,6,0,4,12,0
2019,7,12,6,0,4,13,0
2019,7,12,6,0,4,14,0
2019,7,12,6,0,4,15,0
2019,7,12,6,0,4,16,0
2019,7,12,6,0,4,17,0
2019,7,12,6,0,4,18,0
2019,7,12,6,0,4,19,0
2019,7,12,6,0,4,20,0
2019,7,12,6,0,4,21,0
2019,7,12,6,0,4,22,0
2019,7,12,6,0,4,23,0
2019,7,12,6,0,4,24,0
2019,7,12,6,0,4,25,0
2019,7,12,6,0,4,26,0
2019,7,12,6,0,4,27,0
2019,7,12,6,0,4,28,0
2019,7,12,6,0,4,29,0
2019,7,12,6,0,4,30,0
2019,7,12,6,0,4,31,0
2019,7,12,6,0,4,32,0
2019,7,12,6,0,4,33,0
2019,7,12,6,0,4,34,0
2019,7,12,6,0,4,35,0
2019,7,12,6,0,4,36,0
2019,7,12,6,0,4,37,0
2019,7,12,6,0,4,38,0
2019,7,12,6,0,4,39,0
2019,7,12,6,0,4,40,0
2019,7,12,6,0,4,41,0
2019,7,12,6,0,4,42,0
2019,7,12,6,0,4,43,0
2019,7,12,6,0,4,44,0
2019,7,12,6,0,4,45,0
2019,7,12,6,0,4,46,0
2019,7,12,6,0,4,47,0
2019,7,12,6,0,4,48,0
2019,7,12,6,0,4,49,0
2019,7,12,6,0,4,50,0
2019,7,12,6,0,4,51,0
2019,7,12,6,0,4,52,0
2019,7,12,6,0,4,53,0
2019,7,12,6,0,4,54,0
2019,7,12,6,0,4,55,0
2019,7,12,6,0,4,56,0
2019,7,12,6,0,4,57,0
2019,7,12,6,0,4,58,0
2019,7,12,6,0,4,59,0
2019,7,12,6,0,5,0,0
2019,7,12,6,0,5,1,0
2019,7,12,6,0,5,2,0
2019,7,12,6,0,5,3,0
2019,7,12,6,0,5,4,0
2019,7,12,6,0,5,5,0
2019,7,12,6,0,5,6,0
2019,7,12,6,0,5,7,0
2019,7,12,6,0,5,8,0
2019,7,12,6,0,5,9,0
2019,7,12,6,0,5,10,0
2019,7,12,6,0,5,11,0
2019,7,12,6,0,5,12,0
2019,7,12,6,0,5,13,0
2019,7,12,6,0,5,14,0
2019,7,12,6,0,5,15,0
2019,7,12,6,0,5,16,0
2019,7,12,6,0,5,17,0
2019,7,12,6,0,5,18,0
2019,7,12,6,0,5,19,0
2019,7,12,6,0,5,20,0
2019,7,12,6,0,5,21,0
2019,7,12,6,0,5,22,0
2019,7,12,6,0,5,23,0
2019,7,12,6,0,5,24,0
2019,7,12,6,0,5,25,0
2019,7,12,6,0,5,26,0
2019,7,12,6,0,5,27,0
2019,7,12,6,0,5,28,0
2019,7,12,6,0,5,29,0
2019,7,12,6,0,5,30,0
2019,7,12,6,0,5,31,0
2019,7,12,6,0,5,32,0
2019,7,12,6,0,5,33,0
2019,7,12,6,0,5,34,0
2019,7,12,6,0,5,35,0
2019,7,12,6,0,5,36,0
2019,7,12,6,0,5,37,0
2019,7,12,6,0,5,38,0
2019,7,12,6,0,5,39,0
2019,7,12,6,0,5,40,0
2019,7,12,6,0,5,41,0
2019,7,12,6,0,5,42,0
2019,7,12,6,0,5,43,0
2019,7,12,6,0,5,44,0
2019,7,12,6,0,5,45,0
2019,7,12,6,0,5,46,0
2019,7,12,6,0,5,47,0
2019,7,12,6,0,5,48,0
2019,7,12,6,0,5,49,0
2019,7,12,6,0,5,50,0
2019,7,12,6,0,5,51,0
2019,7,12,6,0,5,52,0
2019,7,12,6,0,5,53,0
2019,7,12,6,0,5,54,0
2019,7,12,6,0,5,55,0
2019,7,12,6,0,5,56,0
2019,7,12,6,0,5,57,0
2019,7,12,6,0,5,58,0
2019,7,12,6,0,5,59,0
2019,7,12,6,0,6,0,0
2019,7,12,6,0,6,1,0
2019,7,12,6,0,6,2,0
2019,7,12,6,0,6,3,0
2019,7,12,6,0,6,4,0
2019,7,12,6,0,6,5,0
2019,7,12,6,0,6,6,0
2019,7,12,6,0,6,7,0
2019,7,12,6,0,6,8,0
2019,7,12,6,0,6,9,0
2019,7,12,6,0,6,10,0
2019,7,12,6,0,6,11,0
2019,7,12,6,0,6,12,0
2019,7,12,6,0,6,13,0
2019,7,12,6,0,6,14,0
2019,7,12,6,0,6,15,0
2019,7,12,6,0,6,16,0
2019,7,12,6,0,6,17,0
2019,7,12,6,0,6,18,0
2019,7,12,6,0,6,19,0
2019,7,12,6,0,6,20,0
2019,7,12,6,0,6,21,0
2019,7,12,6,0,6,22,0
2019,7,12,6,0,6,23,0
2019,7,12,6,0,6,24,0
2019,7,12,6,0,6,25,0
2019,7,12,6,0,6,26,0
2019,7,12,6,0,6,27,0
2019,7,12,6,0,6,28,0
2019,7,12,6,0,6,29,0
2019,7,12,6,0,6,30,0
2019,7,12,6,0,6,31,0
2019,7,12,6,0,6,32,0
2019,7,12,6,0,6,33,0
2019,7,12,6,0,6,34,0
2019,7,12,6,0,6,35,0
2019,7,12,6,0,6,36,0
2019,7,12,6,0,6,37,0
2019,7,12,6,0,6,38,0
2019,7,12,6,0,6,39,0
2019,7,12,6,0,6,40,0
2019,7,12,6,0,6,41,0
2019,7,12,6,0,6,42,0
2019,7,12,6,0,6,43,0
2019,7,12,6,0,6,44,0
2019,7,12,6,0,6,45,0
2019,7,12,6,0,6,46,0
2019,7,12,6,0,6,47,0
2019,7,12,6,0,6,48,0
2019,7,12,6,0,6,49,0
2019,7,12,6,0,6,50,0
2019,7,12,6,0,6,51,0
2019,7,12,6,0,6,52,0
2019,7,12,6,0,6,53,0
2019,7,12,6,0,6,54,0
2019,7,12,6,0,6,55,0
2019,7,12,6,0,6,56,0
2019,7,12,6,0,6,57,0
2019,7,12,6,0,6,58,0
2019,7,12,6,0,6,59,0
2019,7,12,6,0,7,0,0
2019,7,12,6,0,7,1,0
2019,7,12,6,0,7,2,0
2019,7,12,6,0,7,3,0
2019,7,12,6,0,7,4,0
2019,7,12,6,0,7,5,0
2019,7,12,6,0,7,6,0
2019,7,12,6,0,7,7,0
2019,7,12,6,0,7,8,0
2019,7,12,6,0,7,9,0
2019,7,12,6,0,7,10,0
2019,7,12,6,0,7,11,0
2019,7,12,6,0,7,12,0
2019,7,12,6,0,7,13,0
2019,7,12,6,0,7,14,0
2019,7,12,6,0,7,15,0
2019,7,12,6,0,7,16,0
2019,7,12,6,0,7,17,0
2019,7,12,6,0,7,18,0
2019,7,12,6,0,7,19,0
2019,7,12,6,0,7,20,0
2019,7,12,6,0,7,21,0
2019,7,12,6,0,7,22,0
2019,7,12,6,0,7,23,0
2019,7,12,6,0,7,24,0
2019,7,12,6,0,7,25,0
2019,7,12,6,0,7,26,0
2019,7,12,6,0,7,27,0
2019,7,12,6,0,7,28,0
2019,7,12,6,0,7,29,0
2019,7,12,6,0,7,30,0
2019,7,12,6,0,7,31,0
2019,7,12,6,0,7,32,0
2019,7,12,6,0,7,33,0
2019,7,12,6,0,7,34,0
2019,7,12,6,0,7,35,0
2019,7,12,6,0,7,36,0
2019,7,12,6,0,7,37,0
2019,7,12,6,0,7,38,0
2019,7,12,6,0,7,39,0
2019,7,12,6,0,7,40,0
2019,7,12,6,0,7,41,0
2019,7,12,6,0,7,42,0
2019,7,12,6,0,7,43,0
2019,7,12,6,0,7,44,0
2019,7,12,6,0,7,45,0
2019,7,12,6,0,7,46,0
2019,7,12,6,0,7,47,0
2019,7,12,6,0,7,48,0
2019,7,12,6,0,7,49,0
2019,7,12,6,0,7,50,0
2019,7,12,6,0,7,51,0
2019,7,12,6,0,7,52,0
2019,7,12,6,0,7,53,0
2019,7,12,6,0,7,54,0
2019,7,12,6,0,7,55,0
2019,7,12,6,0,7,56,0
2019,7,12,6,0,7,57,0
2019,7,12,6,0,7,58,0
2019,7,12,6,0,7,59,0
2019,7,12,6,0,8,0,0
2019,7,12,6,0,8,1,0
2019,7,12,6,0,8,2,0
2019,7,12,6,0,8,3,0
2019,7,12,6,0,8,4,0
2019,7,12,6,0,8,5,0
2019,7,12,6,0,8,6,0
2019,7,12,6,0,8,7,0
2019,7,12,6,0,8,8,0
2019,7,12,6,0,8,9,0
2019,7,12,6,0,8,10,0
2019,7,12,6,0,8,11,0
2019,7,12,6,0,8,12,0
2019,7,12,6,0,8,13,0
2019,7,12,6,0,8,14,0
2019,7,12,6,0,8,15,0
2019,7,12,6,0,8,16,0
2019,7,12,6,0,8,17,0
2019,7,12,6,0,8,18,0
2019,7,12,6,0,8,19,0
2019,7,12,6,0,8,20,0
2019,7,12,6,0,8,21,0
2019,7,12,6,0,8,22,0
2019,7,12,6,0,8,23,0
2019,7,12,6,0,8,24,0
2019,7,12,6,0,8,25,0
2019,7,12,6,0,8,26,0
2019,7,12,6,0,8,27,0
2019,7,12,6,0,8,28,0
2019,7,12,6,0,8,29,0
2019,7,12,6,0,8,30,0
2019,7,12,6,0,8,31,0
2019,7,12,6,0,8,32,0
2019,7,12,6,0,8,33,0
2019,7,12,6,0,8,34,0
2019,7,12,6,0,8,35,0
2019,7,12,6,0,8,36,0
2019,7,12,6,0,8,37,0
2019,7,12,6,0,8,38,0
2019,7,12,6,0,8,39,0
2019,7,12,6,0,8,40,0
2019,7,12,6,0,8,41,0
2019,7,12,6,0,8,42,0
2019,7,12,6,0,8,43,0
2019,7,12,6,0,8,44,0
2019,7,12,6,0,8,45,0
2019,7,12,6,0,8,46,0
2019,7,12,6,0,8,47,0
2019,7,12,6,0,8,48,0
2019,7,12,6,0,8,49,0
2019,7,12,6,0,8,50,0
2019,7,12,6,0,8,51,0
2019,7,12,6,0,8,52,0
2019,7,12,6,0,8,53,0
2019,7,12,6,0,8,54,0
2019,7,12,6,0,8,55,0
2019,7,12,6,0,8,56,0
2019,7,12,6,0,8,57,0
2019,7,12,6,0,8,58,0
2019,7,12,6,0,8,59,0
2019,7,12,6,0,9,0,0
2019,7,12,6,0,9,1,0
2019,7,12,6,0,9,2,0
2019,7,12,6,0,9,3,0
2019,7,12,6,0,9,4,0
2019,7,12,6,0,9,5,0
2019,7,12,6,0,9,6,0
2019,7,12,6,0,9,7,0
2019,7,12,6,0,9,8,0
2019,7,12,6,0,9,9,0
2019,7,12,6,0,9,10,0
2019,7,12,6,0,9,11,0
2019,7,12,6,0,9,12,0
2019,7,12,6,0,9,13,0
2019,7,12,6,0,9,14,0
2019,7,12,6,0,9,15,0
2019,7,12,6,0,9,16,0
2019,7,12,6,0,9,17,0
2019,7,12,6,0,9,18,0
2019,7,12,6,0,9,19,0
2019,7,12,6,0,9,20,0
2019,7,12,6,0,9,21,0
2019,7,12,6,0,9,22,0
2019,7,12,6,0,9,23,0
2019,7,12,6,0,9,24,0
2019,7,12,6,0,9,25,0
2019,7,12,6,0,9,26,0
2019,7,12,6,0,9,27,0
2019,7,12,6,0,9,28,0
2019,7,12,6,0,9,29,0
2019,7,12,6,0,9,30,0
2019,7,12,6,0,9,31,0
2019,7,12,6,0,9,32,0
2019,7,12,6,0,9,33,0
2019,7,12,6,0,9,34,0
2019,7,12,6,0,9,35,0
2019,7,12,6,0,9,36,0
2019,7,12,6,0,9,37,0
2019,7,12,6,0,9,38,0
2019,7,12,6,0,9,39,0
2019,7,12,6,0,9,40,0
2019,7,12,6,0,9,41,0
2019,7,12,6,0,9,42,0
2019,7,12,6,0,9,43,0
2019,7,12,6,0,9,44,0
2019,7,12,6,0,9,45,0
2019,7,12,6,0,9,46,0
2019,7,12,6,0,9,47,0
2019,7,12,6,0,9,48,0
2019,7,12,6,0,9,49,0
2019,7,12,6,0,9,50,0
2019,7,12,6,0,9,51,0
2019,7,12,6,0,9,52,0
2019,7,12,6,0,9,53,0
2019,7,12,6,0,9,54,0
2019,7,12,6,0,9,55,0
2019,7,12,6,0,9,56,0
2019,7,12,6,0,9,57,0
2019,7,12,6,0,9,58,0
2019,7,12,6,0,9,59,0
2019,7,12,6,0,10,0,0
2019,7,12,6,0,10,1,0
2019,7,12,6,0,10,2,0
2019,7,12,6,0,10,3,0
2019,7,12,6,0,10,4,0
2019,7,12,6,0,10,5,0
2019,7,12,6,0,10,6,0
2019,7,12,6,0,10,7,0
2019,7,12,6,0,10,8,0
2019,7,12,6,0,10,9,0
2019,7,12,6,0,10,10,0
2019,7,12,6,0,10,11,0
2019,7,12,6,0,10,12,0
2019,7,12,6,0,10,13,0
2019,7,12,6,0,10,14,0
2019,7,12,6,0,10,15,0
2019,7,12,6,0,10,16,0
2019,7,12,6,0,10,17,0
2019,7,12,6,0,10,18,0
2019,7,12,6,0,10,19,0
2019,7,12,6,0,10,20,0
2019,7,12,6,0,10,21,0
2019,7,12,6,0,10,22,0
2019,7,12,6,0,10,23,0
2019,7,12,6,0,10,24,0
2019,7,12,6,0,10,25,0
2019,7,12,6,0,10,26,0
2019,7,12,6,0,10,27,0
2019,7,12,6,0,10,28,0
2019,7,12,6,0,10,29,0
2019,7,12,6,0,10,30,0
2019,7,12,6,0,10,31,0
2019,7,12,6,0,10,32,0
2019,7,12,6,0,10,33,0
2019,7,12,6,0,10,34,0
2019,7,12,6,0,10,35,0
2019,7,12,6,0,10,36,0
2019,7,12,6,0,10,37,0
2019,7,12,6,0,10,38,0
2019,7,12,6,0,10,39,0
2019,7,12,6,0,10,40,0
2019,7,12,6,0,10,41,0
2019,7,12,6,0,10,42,0
2019,7,12,6,0,10,43,0
2019,7,12,6,0,10,44,0
2019,7,12,6,0,10,45,0
2019,7,12,6,0,10,46,0
2019,7,12,6,0,10,47,0
2019,7,12,6,0,10,48,0
2019,7,12,6,0,10,49,0
2019,7,12,6,0,10,50,0
2019,7,12,6,0,10,51,0
2019,7,12,6,0,10,52,0
2019,7,12,6,0,10,53,0
2019,7,12,6,0,10,54,0
2019,7,12,6,0,10,55,0
2019,7,12,6,0,10,56,0
2019,7,12,6,0,10,57,0
2019,7,12,6,0,10,58,0
2019,7,12,6,0,10,59,0
2019,7,12,6,0,11,0,0
2019,7,12,6,0,11,1,0
2019,7,12,6,0,11,2,0
2019,7,12,6,0,11,3,0
2019,7,12,6,0,11,4,0
2019,7,12,6,0,11,5,0
2019,7,12,6,0,11,6,0
2019,7,12,6,0,11,7,0
2019,7,12,6,0,11,8,0
2019,7,12,6,0,11,9,0
2019,7,12,6,0,11,10,0
2019,7,12,6,0,11,11,0
2019,7,12,6,0,11,12,0
2019,7,12,6,0,11,13,0
2019,7,12,6,0,11,14,0
2019,7,12,6,0,11,15,0
2019,7,12,6,0,11,16,0
2019,7,12,6,0,11,17,0
2019,7,12,6,0,11,18,0
2019,7,12,6,0,11,19,0
2019,7,12,6,0,11,20,0
2019,7,12,6,0,11,21,0
2019,7,12,6,0,11,22,0
2019,7,12,6,0,11,23,0
2019,7,12,6,0,11,24,0
2019,7,12,6,0,11,25,0
2019,7,12,6,0,11,26,0
2019,7,12,6,0,11,27,0
2019,7,12,6,0,11,28,0
2019,7,12,6,0,11,29,0
2019,7,12,6,0,11,30,0
2019,7,12,6,0,11,31,0
2019,7,12,6,0,11,32,0
2019,7,12,6,0,11,33,0
2019,7,12,6,0,11,34,0
2019,7,12,6,0,11,35,0
2019,7,12,6,0,11,36,0
2019,7,12,6,0,11,37,0
2019,7,12,6,0,11,38,0
2019,7,12,6,0,11,39,0
2019,7,12,6,0,11,40,0
2019,7,12,6,0,11,41,0
2019,7,12,6,0,11,42,0
2019,7,12,6,0,11,43,0
2019,7,12,6,0,11,44,0
2019,7,12,6,0,11,45,0
2019,7,12,6,0,11,46,0
2019,7,12,6,0,11,47,0
2019,7,12,6,0,11,48,0
2019,7,12,6,0,11,49,0
2019,7,12,6,0,11,50,0
2019,7,12,6,0,11,51,0
2019,7,12,6,0,11,52,0
2019,7,12,6,0,11,53,0
2019,7,12,6,0,11,54,0
2019,7,12,6,0,11,55,0
2019,7,12,6,0,11,56,0
2019,7,12,6,0,11,57,0
2019,7,12,6,0,11,58,0
2019,7,12,6,0,11,59,0
2019,7,12,6,0,12,0,0
2019,7,12,6,0,12,1,0
2019,7,12,6,0,12,2,0
2019,7,12,6,0,12,3,0
2019,7,12,6,0,12,4,0
2019,7,12,6,0,12,5,0
2019,7,12,6,0,12,6,0
2019,7,12,6,0,12,7,0
2019,7,12,6,0,12,8,0
2019,7,12,6,0,12,9,0
2019,7,12,6,0,12,10,0
2019,7,12,6,0,12,11,0
2019,7,12,6,0,12,12,0
2019,7,12,6,0,12,13,0
2019,7,12,6,0,12,14,0
2019,7,12,6,0,12,15,0
2019,7,12,6,0,12,16,0
2019,7,12,6,0,12,17,0
2019,7,12,6,0,12,18,0
2019,7,12,6,0,12,19,0
2019,7,12,6,0,12,20,0
2019,7,12,6,0,12,21,0
2019,7,12,6,0,12,22,0
2019,7,12,6,0,12,23,0
2019,7,12,6,0,12,24,0
2019,7,12,6,0,12,25,0
2019,7,12,6,0,12,26,0
2019,7,12,6,0,12,27,0
2019,7,12,6,0,12,28,0
2019,7,12,6,0,12,29,0
2019,7,12,6,0,12,30,0
2019,7,12,6,0,12,31,0
2019,7,12,6,0,12,32,0
2019,7,12,6,0,12,33,0
2019,7,12,6,0,12,34,0
2019,7,12,6,0,12,35,0
2019,7,12,6,0,12,36,0
2019,7,12,6,0,12,37,0
2019,7,12,6,0,12,38,0
2019,7,12,6,0,12,39,0
2019,7,12,6,0,12,40,0
2019,7,12,6,0,12,41,0
2019,7,12,6,0,12,42,0
2019,7,12,6,0,12,43,0
2019,7,12,6,0,12,44,0
2019,7,12,6,0,12,45,0
2019,7,12,6,0,12,46,0
2019,7,12,6,0,12,47,0
2019,7,12,6,0,12,48,0
2019,7,12,6,0,12,49,0
2019,7,12,6,0,12,50,0
2019,7,12,6,0,12,51,0
2019,7,12,6,0,12,52,0
2019,7,12,6,0,12,53,0
2019,7,12,6,0,12,54,0
2019,7,12,6,0,12,55,0
2019,7,12,6,0,12,56,0
2019,7,12,6,0,12,57,0
2019,7,12,6,0,12,58,0
2019,7,12,6,0,12,59,0
2019,7,12,6,0,13,0,0
2019,7,12,6,0,13,1,0
2019,7,12,6,0,13,2,0
2019,7,12,6,0,13,3,0
2019,7,12,6,0,13,4,0
2019,7,12,6,0,13,5,0
2019,7,12,6,0,13,6,0
2019,7,12,6,0,13,7,0
2019,7,12,6,0,13,8,0
2019,7,12,6,0,13,9,0
2019,7,12,6,0,13,10,0
2019,7,12,6,0,13,11,0
2019,7,12,6,0,13,12,0
2019,7,12,6,0,13,13,0
2019,7,12,6,0,13,14,0
2019,7,12,6,0,13,15,0
2019,7,12,6,0,13,16,0
2019,7,12,6,0,13,17,0
2019,7,12,6,0,13,18,0
2019,7,12,6,0,13,19,0
2019,7,12,6,0,13,20,0
2019,7,12,6,0,13,21,0
2019,7,12,6,0,13,22,0
2019,7,12,6,0,13,23,0
2019,7,12,6,0,13,24,0
2019,7,12,6,0,13,25,0
2019,7,12,6,0,13,26,0
2019,7,12,6,0,13,27,0
2019,7,12,6,0,13,28,0
2019,7,12,6,0,13,29,0
2019,7,12,6,0,13,30,0
2019,7,12,6,0,13,31,0
2019,7,12,6,0,13,32,0
2019,7,12,6,0,13,33,0
2019,7,12,6,0,13,34,0
2019,7,12,6,0,13,35,0
2019,7,12,6,0,13,36,0
2019,7,12,6,0,13,37,0
2019,7,12,6,0,13,38,0
2019,7,12,6,0,13,39,0
2019,7,12,6,0,13,40,0
