1,0,0,1,0
2,0,0,2,0
3,0,0,3,0
4,0,0,4,0
5,0,0,5,0
6,0,0,6,0
7,0,0,7,0
8,0,0,8,0
9,0,0,9,0
10,0,0,10,0
11,0,0,11,0
12,0,0,12,0
13,0,0,13,0
14,0,0,14,0
15,0,0,15,0
16,0,0,16,0
17,0,0,17,0
18,0,0,18,0
19,0,0,19,0
20,0,0,20,0
21,0,0,21,0
22,0,0,22,0
23,0,0,23,0
24,0,0,24,0
25,0,0,25,0
26,0,0,26,0
27,0,0,27,0
28,0,0,28,0
29,0,0,29,0
30,0,0,30,0
31,0,0,31,0
32,0,0,32,0
33,0,0,33,0
34,0,0,34,0
35,0,0,35,0
36,0,0,36,0
37,0,0,37,0
38,0,0,38,0
39,0,0,39,0
40,0,0,40,0
41,0,0,41,0
42,0,0,42,0
43,0,0,43,0
44,0,0,44,0
45,0,0,45,0
46,0,0,46,0
47,0,0,47,0
48,0,0,48,0
49,0,0,49,0
50,0,0,50,0
51,0,0,51,0
52,0,0,52,0
53,0,0,53,0
54,0,0,54,0
55,0,0,55,0
56,0,0,56,0
57,0,0,57,0
58,0,0,58,0
59,0,0,59,0
60,0,1,0,0
61,0,1,1,0
62,0,1,2,0
63,0,1,3,0
64,0,1,4,0
65,0,1,5,0
66,0,1,6,0
67,0,1,7,0
68,0,1,8,0
69,0,1,9,0
70,0,1,10,0
71,0,1,11,0
72,0,1,12,0
73,0,1,13,0
74,0,1,14,0
75,0,1,15,0
76,0,1,16,0
77,0,1,17,0
78,0,1,18,0
79,0,1,19,0
80,0,1,20,0
81,0,1,21,0
82,0,1,22,0
83,0,1,23,0
84,0,1,24,0
85,0,1,25,0
86,0,1,26,0
87,0,1,27,0
88,0,1,28,0
89,0,1,29,0
90,0,1,30,0
91,0,1,31,0
92,0,1,32,0
93,0,1,33,0
94,0,1,34,0
95,0,1,35,0
96,0,1,36,0
97,0,1,37,0
98,0,1,38,0
99,0,1,39,0
100,0,1,40,0
101,0,1,41,0
102,0,1,42,0
103,0,1,43,0
104,0,1,44,0
105,0,1,45,0
106,0,1,46,0
107,0,1,47,0
108,0,1,48,0
109,0,1,49,0
110,0,1,50,0
111,0,1,51,0
112,0,1,52,0
113,0,1,53,0
114,0,1,54,0
115,0,1,55,0
116,0,1,56,0
117,0,1,57,0
118,0,1,58,0
119,0,1,59,0
120,0,2,0,0
121,0,2,1,0
122,0,2,2,0
123,0,2,3,0
124,0,2,4,0
125,0,2,5,0
126,0,2,6,0
127,0,2,7,0
128,0,2,8,0
129,0,2,9,0
130,0,2,10,0
131,0,2,11,0
132,0,2,12,0
133,0,2,13,0
134,0,2,14,0
135,0,2,15,0
136,0,2,16,0
137,0,2,17,0
138,0,2,18,0
139,0,2,19,0
140,0,2,20,0
141,0,2,21,0
142,0,2,22,0
143,0,2,23,0
144,0,2,24,0
145,0,2,25,0
146,0,2,26,0
147,0,2,27,0
148,0,2,28,0
149,0,2,29,0
150,0,2,30,0
151,0,2,31,0
152,0,2,32,0
153,0,2,33,0
154,0,2,34,0
155,0,2,35,0
156,0,2,36,0
157,0,2,37,0
158,0,2,38,0
159,0,2,39,0
160,0,2,40,0
161,0,2,41,0
162,0,2,42,0
163,0,2,43,0
164,0,2,44,0
165,0,2,45,0
166,0,2,46,0
167,0,2,47,0
168,0,2,48,0
169,0,2,49,0
170,0,2,50,0
171,0,2,51,0
172,0,2,52,0
173,0,2,53,0
174,0,2,54,0
175,0,2,55,0
176,0,2,56,0
177,0,2,57,0
178,0,2,58,0
179,0,2,59,0
180,0,3,0,0
181,0,3,1,0
182,0,3,2,0
183,0,3,3,0
184,0,3,4,0
185,0,3,5,0
186,0,3,6,0
187,0,3,7,0
188,0,3,8,0
189,0,3,9,0
190,0,3,10,0
191,0,3,11,0
192,0,3,12,0
